Timestamp,Signal
2025-09-05 15:32:37.790,-0.4758199943346107
2025-09-05 15:32:37.793,-0.8356445701718609
2025-09-05 15:32:37.797,-1.104133972582455
2025-09-05 15:32:37.801,-1.369680760171636
2025-09-05 15:32:37.804,-1.8136186873918043
2025-09-05 15:32:37.808,-1.8927351590834498
2025-09-05 15:32:37.811,-2.1109741838790836
2025-09-05 15:32:37.815,-2.2641268091519877
2025-09-05 15:32:37.818,-2.4039909241217927
2025-09-05 15:32:37.822,-2.206457382978997
2025-09-05 15:32:37.826,-2.3582473637719175
2025-09-05 15:32:37.829,-2.0621658184136393
2025-09-05 15:32:37.833,-2.0487260243782632
2025-09-05 15:32:37.836,-1.7376360410691658
2025-09-05 15:32:37.840,-1.4845219613755838
2025-09-05 15:32:37.844,-1.1764342789935482
2025-09-05 15:32:37.847,-1.0267141059371314
2025-09-05 15:32:37.851,-0.5021734025009443
2025-09-05 15:32:37.854,-0.14742320855283922
2025-09-05 15:32:37.858,0.17112573397124656
2025-09-05 15:32:37.862,0.5557329220362633
2025-09-05 15:32:37.865,0.8458243733572517
2025-09-05 15:32:37.869,1.1563923395792364
2025-09-05 15:32:37.873,1.594289978525231
2025-09-05 15:32:37.876,1.673922850074174
2025-09-05 15:32:37.880,2.0013344467950196
2025-09-05 15:32:37.883,2.114552282498926
2025-09-05 15:32:37.887,2.2734538487208225
2025-09-05 15:32:37.891,2.3647200992414743
2025-09-05 15:32:37.894,2.3172426197066667
2025-09-05 15:32:37.898,2.142855799021196
2025-09-05 15:32:37.901,2.037118425650442
2025-09-05 15:32:37.905,1.9979486689119228
2025-09-05 15:32:37.909,1.6573386185754295
2025-09-05 15:32:37.912,1.591965389823691
2025-09-05 15:32:37.916,1.1448171929878255
2025-09-05 15:32:37.919,0.9629476232754007
2025-09-05 15:32:37.923,0.5576687374604652
2025-09-05 15:32:37.926,0.2697349537542849
2025-09-05 15:32:37.930,-0.21033089119500842
2025-09-05 15:32:37.933,-0.4607988743554243
2025-09-05 15:32:37.937,-0.8816625612006548
2025-09-05 15:32:37.940,-1.2606677241466533
2025-09-05 15:32:37.944,-1.5939928401516272
2025-09-05 15:32:37.948,-1.772390642860257
2025-09-05 15:32:37.951,-1.8671746045909088
2025-09-05 15:32:37.955,-2.215256093465054
2025-09-05 15:32:37.958,-2.1600869498546467
2025-09-05 15:32:37.962,-2.308938728031346
2025-09-05 15:32:37.966,-2.270857754964193
2025-09-05 15:32:37.969,-2.269935308981985
2025-09-05 15:32:37.973,-2.100782021345952
2025-09-05 15:32:37.977,-1.9161872124075352
2025-09-05 15:32:37.980,-1.6563790290668163
2025-09-05 15:32:37.984,-1.426766235877683
2025-09-05 15:32:37.988,-1.2680064494450953
2025-09-05 15:32:37.991,-0.7643280376611779
2025-09-05 15:32:37.995,-0.3890776864400508
2025-09-05 15:32:37.998,-0.028969802872263084
2025-09-05 15:32:38.002,0.27722237544772343
2025-09-05 15:32:38.005,0.567679890590704
2025-09-05 15:32:38.009,0.9813307650492794
2025-09-05 15:32:38.013,1.2230402182922224
2025-09-05 15:32:38.023,1.9275307272878193
2025-09-05 15:32:38.027,2.188929406672541
2025-09-05 15:32:38.030,2.275377315523844
2025-09-05 15:32:38.034,2.3669993367618667
2025-09-05 15:32:38.040,2.172721243043396
2025-09-05 15:32:38.044,2.158365527261143
2025-09-05 15:32:38.048,1.904979667215183
2025-09-05 15:32:38.051,1.7302269854055203
2025-09-05 15:32:38.055,1.6117690805742624
2025-09-05 15:32:38.058,1.1203120614115791
2025-09-05 15:32:38.062,0.9652083052670548
2025-09-05 15:32:38.065,0.5640592017166377
2025-09-05 15:32:38.069,0.13042147306133178
2025-09-05 15:32:38.073,-0.16107039974713716
2025-09-05 15:32:38.076,-0.6314288368083775
2025-09-05 15:32:38.080,-0.9071359572584868
2025-09-05 15:32:38.083,-1.2631784385360614
2025-09-05 15:32:38.087,-1.5248137027456687
2025-09-05 15:32:38.091,-1.7246912796733553
2025-09-05 15:32:38.094,-1.8838711133131312
2025-09-05 15:32:38.098,-2.1756041031211475
2025-09-05 15:32:38.101,-2.211606558234907
2025-09-05 15:32:38.105,-2.222593985674836
2025-09-05 15:32:38.109,-2.3457975302061973
2025-09-05 15:32:38.112,-2.18505423264999
2025-09-05 15:32:38.116,-2.1306810473232205
2025-09-05 15:32:38.120,-2.022195291473943
2025-09-05 15:32:38.123,-1.6779276188070849
2025-09-05 15:32:38.127,-1.4397783746687527
2025-09-05 15:32:38.131,-1.153460553740076
2025-09-05 15:32:38.135,-0.7845856456773483
2025-09-05 15:32:38.138,-0.48712175626993454
2025-09-05 15:32:38.142,-0.04994071051367981
2025-09-05 15:32:38.145,0.20987255078735892
2025-09-05 15:32:38.149,0.6371456313285957
2025-09-05 15:32:38.153,0.9729358335604408
2025-09-05 15:32:38.156,1.4047209709561341
2025-09-05 15:32:38.160,1.5995759653945176
2025-09-05 15:32:38.163,1.7992230044391821
2025-09-05 15:32:38.167,1.966896511409184
2025-09-05 15:32:38.171,2.2395639028970304
2025-09-05 15:32:38.174,2.3495249651796755
2025-09-05 15:32:38.178,2.3703925411101654
2025-09-05 15:32:38.181,2.303724797858775
2025-09-05 15:32:38.185,2.2630406581470806
2025-09-05 15:32:38.189,2.0148496606175184
2025-09-05 15:32:38.192,1.95875245018995
2025-09-05 15:32:38.196,1.736687679858811
2025-09-05 15:32:38.199,1.400164050421675
2025-09-05 15:32:38.203,0.9535286889842595
2025-09-05 15:32:38.207,0.6118765530479943
2025-09-05 15:32:38.210,0.34452223358049616
2025-09-05 15:32:38.214,0.02452117185379243
2025-09-05 15:32:38.217,-0.25472018027054305
2025-09-05 15:32:38.221,-0.6602269184449985
2025-09-05 15:32:38.224,-1.0342460413832786
2025-09-05 15:32:38.228,-1.2996592629985964
2025-09-05 15:32:38.231,-1.7111680439957244
2025-09-05 15:32:38.235,-1.7822694453441408
2025-09-05 15:32:38.238,-2.1304417375739444
2025-09-05 15:32:38.242,-2.105878686439566
2025-09-05 15:32:38.246,-2.3856932310346295
2025-09-05 15:32:38.249,-2.4204215354599676
2025-09-05 15:32:38.253,-2.3650402675850475
2025-09-05 15:32:38.256,-2.280843340735446
2025-09-05 15:32:38.260,-2.182800941572668
2025-09-05 15:32:38.263,-1.8893050181919406
2025-09-05 15:32:38.267,-1.6692887644828156
2025-09-05 15:32:38.270,-1.4445620752933916
2025-09-05 15:32:38.274,-1.2003909472568988
2025-09-05 15:32:38.278,-0.6742196375903226
2025-09-05 15:32:38.281,-0.3578800622798435
2025-09-05 15:32:38.285,-0.030435761215063042
2025-09-05 15:32:38.289,0.2652137182320313
2025-09-05 15:32:38.292,0.742175342761693
2025-09-05 15:32:38.296,0.947159810213562
2025-09-05 15:32:38.299,1.3759539836175316
2025-09-05 15:32:38.303,1.647238096422602
2025-09-05 15:32:38.307,1.8987138612374472
2025-09-05 15:32:38.310,2.0171343680954315
2025-09-05 15:32:38.314,2.2357056791486207
2025-09-05 15:32:38.317,2.340591755332338
2025-09-05 15:32:38.321,2.2968852906023884
2025-09-05 15:32:38.325,2.321526418294296
2025-09-05 15:32:38.328,2.148999670260104
2025-09-05 15:32:38.332,1.9839780557897841
2025-09-05 15:32:38.335,1.845119475787624
2025-09-05 15:32:38.339,1.5737368509698246
2025-09-05 15:32:38.343,1.4466239480123884
2025-09-05 15:32:38.346,1.057567285472797
2025-09-05 15:32:38.350,0.6027977399423661
2025-09-05 15:32:38.353,0.34265633206869917
2025-09-05 15:32:38.357,-0.1047091063821284
2025-09-05 15:32:38.361,-0.41044889544807367
2025-09-05 15:32:38.364,-0.8311537960192462
2025-09-05 15:32:38.368,-1.0219674645900656
2025-09-05 15:32:38.371,-1.3133810464492806
2025-09-05 15:32:38.375,-1.768244696716473
2025-09-05 15:32:38.378,-1.8983860435581221
2025-09-05 15:32:38.382,-2.0359749469655335
2025-09-05 15:32:38.386,-2.231261500288398
2025-09-05 15:32:38.390,-2.3444239808567797
2025-09-05 15:32:38.393,-2.413253299756013
2025-09-05 15:32:38.397,-2.2504062041571187
2025-09-05 15:32:38.400,-2.2019253221303483
2025-09-05 15:32:38.404,-2.0903723412856987
2025-09-05 15:32:38.408,-1.9031550260515553
2025-09-05 15:32:38.411,-1.5058530378701023
2025-09-05 15:32:38.415,-1.3626320326381987
2025-09-05 15:32:38.418,-1.0038136388268846
2025-09-05 15:32:38.422,-0.644026608813373
2025-09-05 15:32:38.426,-0.2399479203426268
